glyph_id,fingerprint,n_cells,cells,occurrences,manual_occurrences,provisional_occurrences,recording_count,recordings,broadcast_count,broadcasts,cycles,phrase_clusters,phrase_roles,near_twins_d1,near_twins_d2,nearest_neighbour_distance,family_id,family_size,top_predecessors,top_successors,first_video,first_frame,first_time_s
121,000000000101000000010000001100110000000000000100001000000000000100000000000000000,10,"(1,0) (1,2) (2,1) (2,8) (3,0) (3,3) (3,4) (5,0) (5,5) (7,0)",13,7,6,13,E6C4-13; E6C4-16; E6C4-18; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,11,E6C4-13; E6C4-16; E6C4-18; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,F,Side track (7 broadcasts) — opener/tail segment,,,8,116,1,120×13,122×13,E6C4-13,430,14.3415
122,000000000000000000100010001000000000000000000000000000000000001001000010000000010,7,"(2,0) (2,4) (2,8) (6,8) (7,2) (7,7) (8,7)",14,8,6,13,E6C4-13; E6C4-16; E6C4-18; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,11,E6C4-13; E6C4-16; E6C4-18; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,F,Side track (7 broadcasts) — opener/tail segment,,,5,117,1,121×13; 122×1,123×13; 122×1,E6C4-13,439,14.6415
123,000000000000000010000000000000000000000000000000000000010000000000000000100000000,3,"(1,7) (6,1) (8,0)",14,8,6,14,E6C4-13; E6C4-16; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,12,E6C4-13; E6C4-16; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,F,Side track (7 broadcasts) — opener/tail segment,,,5,118,1,122×13,124×14,E6C4-13,444,14.8082
124,000100000100000000000000000000100001000010000000000000010010000000000000010000000,8,"(0,3) (1,0) (3,3) (3,8) (4,4) (6,1) (6,4) (8,1)",17,11,6,15,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,13,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,,,,,8,119,1,123×14; 124×2,125×14; 124×2; 126×1,E6C4-13,445,14.8415
125,000001000000000010000000000000000000001010000000010000000010000100000000000000000,7,"(0,5) (1,7) (4,2) (4,4) (5,4) (6,4) (7,0)",15,9,6,15,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C4-35; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,14,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C4-35; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,,,,,7,120,1,124×14,126×15,E6C4-13,450,15.0082
126,000000000000000000000000000000000000001000000000100000000000000001000010001000100,6,"(4,2) (5,3) (7,2) (7,7) (8,2) (8,6)",16,10,6,16,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-2T [local capture]; E6C4-30; E6C4-30 [local capture]; E6C4-35; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,14,E6C4-13; E6C4-16; E6C4-17; E6C4-18; E6C4-19; E6C4-1G; E6C4-1H; E6C4-2T; E6C4-30; E6C4-35; E6C5-2J; E6C6-11; E6C6-1R; E6C6-21,E6C4; E6C5; E6C6,,,,,7,121,1,125×15; 124×1,112×16,E6C4-13,455,15.1748
127,000000000000000000000000001000000001000111000000000000100000000000000000000100000,7,"(2,8) (3,8) (4,3) (4,4) (4,5) (6,0) (8,3)",1,1,0,1,E6C4-16,1,E6C4-16,E6C4,,,,134,2,122,2,,128×1,E6C4-16,491,16.3626
128,110000000101000000010000000000000000000000000000010000000010000001000000000000000,8,"(0,0) (0,1) (1,0) (1,2) (2,1) (5,4) (6,4) (7,2)",3,3,0,3,E6C4-16; E6C4-2T; E6C4-30,3,E6C4-16; E6C4-2T; E6C4-30,E6C4,,,,,6,123,1,134×2; 127×1,117×3,E6C4-16,496,16.5292
129,000000000001000100000000010000110000001000000100101001000000000011000110100100001,17,"(1,2) (1,6) (2,7) (3,3) (3,4) (4,2) (5,0) (5,3) (5,5) (5,8) (7,1) (7,2) (7,6) (7,7) (8,0) (8,3) (8,8)",1,1,0,1,E6C4-16,1,E6C4-16,E6C4,,,,,5,124,1,118×1,119×1,E6C4-16,514,17.1292
130,000001000001000000010000100100000000000000100100000000000000000000000001000000001,9,"(0,5) (1,2) (2,1) (2,6) (3,0) (4,6) (5,0) (7,8) (8,8)",1,1,0,1,E6C4-17,1,E6C4-17,E6C4,,,,39,2,38,2,38×1,131×1,E6C4-17,887,29.581
131,100000000000000000000000000000000000000001000100000000000000000010000000000001011,7,"(0,0) (4,5) (5,0) (7,1) (8,5) (8,7) (8,8)",5,1,4,5,E6C4-17; E6C4-2T [local capture]; E6C5-2J; E6C6-11; E6C6-21,5,E6C4-17; E6C4-2T; E6C5-2J; E6C6-11; E6C6-21,E6C4; E6C5; E6C6,,,40,,1,39,2,39×4; 130×1,41×4; 132×1,E6C4-17,893,29.781
132,000001000010000000010000000000000000001010000100000000000000000000000010000100001,9,"(0,5) (1,1) (2,1) (4,2) (4,4) (5,0) (7,7) (8,3) (8,8)",1,1,0,1,E6C4-17,1,E6C4-17,E6C4,,,,,3,125,1,131×1,42×1,E6C4-17,899,29.981
133,100000100001000000000000000000010000001000000000001000000000000100000000010100000,9,"(0,0) (0,6) (1,2) (3,4) (4,2) (5,5) (7,0) (8,1) (8,3)",4,1,3,4,E6C4-1G; E6C4-30 [local capture]; E6C5-13; E6C6-11,4,E6C4-1G; E6C4-30; E6C5-13; E6C6-11,E6C4; E6C5; E6C6,,,52,,1,51,2,51×4,53×1,E6C4-1G,919,30.626
134,110000000000000000000000001000000001000111000000000000100000000000000000000100000,9,"(0,0) (0,1) (2,8) (3,8) (4,3) (4,4) (4,5) (6,0) (8,3)",2,2,0,2,E6C4-2T; E6C4-30,2,E6C4-2T; E6C4-30,E6C4,,,,127,2,122,2,,128×2,E6C4-2T,865,28.8174
135,000000000001000000000010000100000001000000000000000000000000000001000000010001000,7,"(1,2) (2,4) (3,0) (3,8) (7,2) (8,1) (8,5)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,6,126,1,67×3,136×3,E6C4-35,249,8.3036
136,000000000100000000110010001100000000000000000000000000100000000000000001100001100,11,"(1,0) (2,0) (2,1) (2,4) (2,8) (3,0) (6,0) (7,8) (8,0) (8,5) (8,6)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,10,127,1,135×3,137×3,E6C4-35,255,8.5036
137,000001000001000010000000001000101001000010000000000000000000000010000100000000101,12,"(0,5) (1,2) (1,7) (2,8) (3,3) (3,5) (3,8) (4,4) (7,1) (7,6) (8,6) (8,8)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,10,128,1,136×3,138×3,E6C4-35,261,8.7036
138,000000000000000010000000000000000000000010000100100000000000000000000010000000000,5,"(1,7) (4,4) (5,0) (5,3) (7,7)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,5,129,1,137×3,139×3,E6C4-35,268,8.937
139,000100100000000000000000000000011000000110000000000000100000000000000000000000100,8,"(0,3) (0,6) (3,4) (3,5) (4,3) (4,4) (6,0) (8,6)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,7,130,1,138×3,146×2; 140×1,E6C4-35,272,9.0703
140,010000001000000000010010000000001000000010000001001000100000010001000000000000000,11,"(0,1) (0,8) (2,1) (2,4) (3,5) (4,4) (5,2) (5,5) (6,0) (6,7) (7,2)",1,1,0,1,E6C4-35,1,E6C4-35,E6C4,,,,146,2,131,2,139×1,141×1,E6C4-35,280,9.337
141,000000001000000010000010000000000000000010000100000000100000000000000000001000000,7,"(0,8) (1,7) (2,4) (4,4) (5,0) (6,0) (8,2)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,6,132,1,146×2; 140×1,142×3,E6C4-35,286,9.537
142,000000000000000010010010001100000000000000100000011000000000001000000100000000000,10,"(1,7) (2,1) (2,4) (2,8) (3,0) (4,6) (5,4) (5,5) (6,8) (7,6)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,8,133,1,141×3,143×3,E6C4-35,292,9.737
143,000000000100000110000000000000100000001000000000010000100000000110000101100000101,14,"(1,0) (1,6) (1,7) (3,3) (4,2) (5,4) (6,0) (7,0) (7,1) (7,6) (7,8) (8,0) (8,6) (8,8)",3,2,1,3,E6C4-35; E6C6-D; Youtube_1,3,E6C4-35; E6C6-D; Youtube_1,E6C4; E6C6; Era 5 legacy,,,,,11,134,1,142×3,144×2,E6C4-35,298,9.9369
144,000000000000000100010000000100010000001000100000000000010000000010000000010000010,10,"(1,6) (2,1) (3,0) (3,4) (4,2) (4,6) (6,1) (7,1) (8,1) (8,7)",2,2,0,2,E6C4-35; Youtube_1,2,E6C4-35; Youtube_1,E6C4; Era 5 legacy,,,,,10,135,1,143×2,145×1,E6C4-35,303,10.1036
145,000000000000000000100010000000100000000000000000000000010000001100000001100000100,9,"(2,0) (2,4) (3,3) (6,1) (6,8) (7,0) (7,8) (8,0) (8,6)",1,1,0,1,E6C4-35,1,E6C4-35,E6C4,,,,,8,136,1,144×1,1×1,E6C4-35,310,10.3369
146,010000001000000000010010000000001000000010000000101000100000010001000000000000000,11,"(0,1) (0,8) (2,1) (2,4) (3,5) (4,4) (5,3) (5,5) (6,0) (6,7) (7,2)",2,1,1,2,E6C6-D; Youtube_1,2,E6C6-D; Youtube_1,E6C6; Era 5 legacy,,,,140,2,131,2,139×2,141×2,Youtube_1,95,3.1794
